Date,Target_Name,Target_Industry_Macro,Target_Industry_Mid,Target_Nation,Buyer_Name,Buyer_Industry_Macro,Buyer_Industry_Mid,Buyer_Nation,Target_Revenues,Target_EBITDA,Target_EV,Target_Industry_Detailed,Target_Status,Year,EV_Rev,EV_EBITDA,Target_Revenues_v2,Target_EBITDA_v2,Target_EV_v2
18/02/2020,SQI Diagnostics Inc,Healthcare,Healthcare Equipment & Supplies,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,1.24,-4.79,18.02,"Measuring, Medical, Photo Equipment; Clocks",Public,2020,14.52,-3.76,1.24,-4.79,18.02
16/09/2019,SQI Diagnostics Inc,Healthcare,Healthcare Equipment & Supplies,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,1.22,-4.06,15.42,"Measuring, Medical, Photo Equipment; Clocks",Public,2019,12.65,-3.80,1.22,-4.06,15.42
02/07/2019,SQI Diagnostics Inc,Healthcare,Healthcare Equipment & Supplies,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,1.22,-4.06,18.06,"Measuring, Medical, Photo Equipment; Clocks",Public,2019,14.82,-4.45,1.22,-4.06,18.06
20/02/2019,SQI Diagnostics Inc,Healthcare,Healthcare Equipment & Supplies,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.80,-4.04,9.83,"Measuring, Medical, Photo Equipment; Clocks",Public,2019,12.29,-2.43,0.80,-4.04,9.83
31/07/2018,SQI Diagnostics Inc,Healthcare,Healthcare Equipment & Supplies,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.59,-3.93,14.51,"Measuring, Medical, Photo Equipment; Clocks",Public,2018,24.78,-3.69,0.59,-3.93,14.51
03/11/2017,SQI Diagnostics Inc,Healthcare,Healthcare Equipment & Supplies,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.66,-3.33,11.23,"Measuring, Medical, Photo Equipment; Clocks",Public,2017,17.08,-3.37,0.66,-3.33,11.23
06/03/2017,SQI Diagnostics Inc,Healthcare,Healthcare Equipment & Supplies,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,1.16,-2.93,9.34,"Measuring, Medical, Photo Equipment; Clocks",Public,2017,8.05,-3.19,1.16,-2.93,9.34
24/09/2021,SQI Diagnostics Inc,Healthcare,Healthcare Equipment & Supplies,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.70,-6.97,50.43,"Measuring, Medical, Photo Equipment; Clocks",Public,2021,72.29,-7.23,0.70,-6.97,50.43
09/02/2023,Sqli SA,High Technology,Software,France,Synsion Bidco SASU,Consumer Products and Services,Professional Services,France,245.88,33.48,226.64,Prepackaged Software,Public,2023,0.92,6.77,245.88,33.48,226.64
15/06/2022,Sqli SA,High Technology,Software,France,Synsion Bidco SASU,Consumer Products and Services,Professional Services,France,225.38,24.60,215.03,Prepackaged Software,Public,2022,0.95,8.74,225.38,24.60,215.03
23/09/2021,Sqli SA,High Technology,Software,France,Synsion Bidco SASU,Consumer Products and Services,Professional Services,France,217.17,21.33,187.08,Prepackaged Software,Public,2021,0.86,8.77,217.17,21.33,187.08
15/12/2017,SQS Software Quality Systems AG,High Technology,Software,Germany,Assystem Services Deutschland GmbH,Industrials,Building/Construction & Engineering,Germany,320.61,29.62,337.87,Prepackaged Software,Public,2017,1.05,11.41,320.61,29.62,337.87
02/03/2015,Square 1 Financial Inc,Financials,Other Financials,United States,PacWest Bancorp,Financials,Banks,United States,96.92,42.26,715.27,"Commercial Banks, Bank Holding Companies",Public,2015,7.38,16.93,96.92,42.26,715.27
13/05/2024,Squarespace Inc,High Technology,IT Consulting & Services,United States,Permira Holdings Ltd,Financials,Alternative Financial Investments,United Kingdom,978.84,113.74,"3,926.62",Business Services,Public,2024,4.01,34.52,978.84,113.74,"3,926.62"
11/05/2021,Squeed AB,High Technology,IT Consulting & Services,Sweden,Semcon AB,High Technology,IT Consulting & Services,Sweden,10.60,1.46,7.81,Business Services,Private,2021,0.74,5.35,10.60,1.46,7.81
26/08/2019,SRC Energy Inc,Energy and Power,Oil & Gas,United States,PDC Energy Inc,Energy and Power,Oil & Gas,United States,618.73,479.38,"1,485.32",Oil and Gas; Petroleum Refining,Public,2019,2.40,3.10,618.73,479.38,"1,485.32"
11/01/2018,SRP Groupe SA,Retail,Internet and Catalog Retailing,France,Carrefour SA,Retail,Food & Beverage Retailing,France,654.97,9.43,442.71,Miscellaneous Retail Trade,Public,2018,0.68,46.93,654.97,9.43,442.71
12/05/2017,SRP Groupe SA,Retail,Internet and Catalog Retailing,France,Conforama Holding SA,Retail,Internet and Catalog Retailing,France,539.70,11.22,829.17,Miscellaneous Retail Trade,Public,2017,1.54,73.90,539.70,11.22,829.17
27/01/2023,SSAB AB,Materials,Metals & Mining,Sweden,SSAB AB,Materials,Metals & Mining,Sweden,"11,558.57","2,846.35",607.92,Metal and Metal Products,Public,2023,0.05,0.21,"11,558.57","2,846.35",607.92
28/03/2019,SSAS Solutions (UK) Ltd,Financials,Asset Management,United Kingdom,Mattioli Woods PLC,Financials,Asset Management,United Kingdom,1.14,0.82,4.08,Insurance,Private,2019,3.57,4.94,1.14,0.82,4.08
02/01/2024,SSC Security Services Corp,Financials,Brokerage,Canada,SSC Security Services Corp,Financials,Brokerage,Canada,76.56,1.25,30.65,Investment & Commodity Firms/Dealers/Exchanges,Public,2024,0.40,24.55,76.56,1.25,30.65
19/12/2022,SSC Security Services Corp,Financials,Brokerage,Canada,SSC Security Services Corp,Financials,Brokerage,Canada,36.68,-1.24,28.41,Investment & Commodity Firms/Dealers/Exchanges,Public,2022,0.77,-22.83,36.68,-1.24,28.41
10/10/2014,SSK Suomen Saastajen Kiinteistot Oy,Real Estate,REITs,Finland,Maakunnan Asunnot Oy,Financials,Other Financials,Finland,0.68,0.25,8.05,Investment & Commodity Firms/Dealers/Exchanges,Public,2014,11.93,32.21,0.68,0.25,8.05
21/02/2020,SSM Holding AB,Real Estate,Other Real Estate,Sweden,Samhallsbyggnadsbolaget i Norden AB,Real Estate,REITs,Sweden,20.23,-35.64,68.32,Real Estate; Mortgage Bankers and Brokers,Public,2020,3.38,-1.92,20.23,-35.64,68.32
15/01/2020,SSM Holding AB,Industrials,Building/Construction & Engineering,Sweden,Amasten Fastighets AB,Real Estate,REITs,Sweden,20.23,-35.64,68.21,Construction Firms,Public,2020,3.37,-1.91,20.23,-35.64,68.21
14/10/2020,SSM Holding AB,Real Estate,Other Real Estate,Sweden,Amasten Fastighets AB,Real Estate,REITs,Sweden,16.36,-0.01,82.19,Real Estate; Mortgage Bankers and Brokers,Public,2020,5.02,-8623.98,16.36,-0.01,82.19
08/08/2014,SSP Offshore Inc,Industrials,Building/Construction & Engineering,United States,Jurong Shipyard Pte Ltd,Industrials,Automobiles & Components,Singapore,1.09,-0.77,10.80,Business Services,Public,2014,9.88,-13.96,1.09,-0.77,10.80
16/06/2023,SSR Mining Inc,Materials,Metals & Mining,United States,SSR Mining Inc,Materials,Metals & Mining,United States,"1,021.49",299.97,"2,458.71",Mining,Public,2023,2.41,8.20,"1,021.49",299.97,"2,458.71"
22/02/2023,SSV Environnement SAS,Consumer Products and Services,Professional Services,France,Bucher Municipal AG,Industrials,Machinery,Switzerland,10.55,0.55,8.34,Business Services,Private,2023,0.79,15.20,10.55,0.55,8.34
16/11/2015,St Andrew Goldfields Ltd,Materials,Metals & Mining,Canada,Kirkland Lake Gold Inc,Materials,Metals & Mining,Canada,94.19,23.35,115.00,Mining,Public,2015,1.22,4.93,94.19,23.35,115.00
21/10/2021,ST DuPont SA,Consumer Products and Services,Other Consumer Products,France,D & D International BV,Financials,Other Financials,Netherlands,34.29,-0.14,86.63,Miscellaneous Manufacturing,Public,2021,2.53,-618.77,34.29,-0.14,86.63
17/07/2018,St Eriks Group AB,Materials,Construction Materials,Sweden,Volati AB,Financials,Alternative Financial Investments,Sweden,92.82,6.94,26.02,"Stone, Clay, Glass, and Concrete Products",Private,2018,0.28,3.75,92.82,6.94,26.02
24/08/2015,St Joe Co,Real Estate,Other Real Estate,United States,St Joe Co,Real Estate,Other Real Estate,United States,84.92,-6.95,"1,346.79",Real Estate; Mortgage Bankers and Brokers,Public,2015,15.86,-193.85,84.92,-6.95,"1,346.79"
28/04/2016,St Jude Medical Inc,Healthcare,Healthcare Equipment & Supplies,United States,Abbott Laboratories,Healthcare,Pharmaceuticals,United States,"4,956.96","1,320.92","26,840.20","Measuring, Medical, Photo Equipment; Clocks",Public,2016,5.41,20.32,"4,956.96","1,320.92","26,840.20"
07/05/2021,St Modwen Properties PLC,Real Estate,Other Real Estate,United Kingdom,Brighton Bidco Ltd,Financials,Other Financials,Jersey,382.05,12.40,"1,772.28",Real Estate; Mortgage Bankers and Brokers,Public,2021,4.64,142.97,382.05,12.40,"1,772.28"
16/02/2017,STADA Arzneimittel AG,Healthcare,Pharmaceuticals,Germany,Undisclosed Acquiror,Financials,Brokerage,Unknown,"2,139.22",411.77,"4,703.09",Drugs,Public,2017,2.20,11.42,"2,139.22",411.77,"4,703.09"
12/02/2017,STADA Arzneimittel AG,Healthcare,Pharmaceuticals,Germany,STADA Arzneimittel AG 1 SPV,Financials,Other Financials,United States,"2,139.22",411.77,"4,703.09",Drugs,Public,2017,2.20,11.42,"2,139.22",411.77,"4,703.09"
28/09/2018,STADA Arzneimittel AG,Healthcare,Pharmaceuticals,Germany,Nidda Healthcare GmbH,Financials,Other Financials,Germany,"2,324.19",590.19,"6,146.40",Drugs,Public,2018,2.64,10.41,"2,324.19",590.19,"6,146.40"
12/02/2017,STADA Arzneimittel AG,Healthcare,Pharmaceuticals,Germany,Nidda Healthcare Holding AG,Financials,Other Financials,Germany,"2,247.79",430.75,"5,206.06",Drugs,Public,2017,2.32,12.09,"2,247.79",430.75,"5,206.06"
08/03/2019,Stademos Hotels Plc,Media and Entertainment,Hotels and Lodging,Cyprus,Stademos Holdings Ltd,Financials,Other Financials,Cyprus,36.72,12.16,139.08,Hotels and Casinos,Public,2019,3.79,11.44,36.72,12.16,139.08
15/02/2018,Stadium Group PLC,High Technology,Electronics,United Kingdom,TT Electronics PLC,High Technology,Electronics,United Kingdom,68.84,7.24,65.06,Electronic and Electrical Equipment,Public,2018,0.95,8.98,68.84,7.24,65.06
23/03/2017,Staffing 360 Solutions Inc,Consumer Products and Services,Employment Services,United States,Jackson Investment Group LLC,Financials,Other Financials,United States,188.71,0.70,31.44,Business Services,Public,2017,0.17,44.97,188.71,0.70,31.44
22/07/2019,Staffline Group PLC,Consumer Products and Services,Employment Services,United Kingdom,HRnetGroup Ltd,Consumer Products and Services,Employment Services,Singapore,"1,318.75",33.94,247.60,Business Services,Public,2019,0.19,7.29,"1,318.75",33.94,247.60
21/09/2021,Stagecoach Group PLC,Industrials,Transportation & Infrastructure,United Kingdom,National Express Group PLC,Industrials,Transportation & Infrastructure,United Kingdom,"1,066.92",-97.70,891.74,Transportation and Shipping (except air),Public,2021,0.84,-9.13,"1,066.92",-97.70,891.74
09/03/2022,Stagecoach Group PLC,Industrials,Transportation & Infrastructure,United Kingdom,Inframobility Uk Bidco Ltd,Financials,Other Financials,United Kingdom,"1,066.92",-97.70,"1,073.10",Transportation and Shipping (except air),Public,2022,1.01,-10.98,"1,066.92",-97.70,"1,073.10"
11/07/2019,Stagezero Life Sciences Ltd,Healthcare,Biotechnology,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.16,-2.97,19.80,Business Services,Public,2019,125.92,-6.67,0.16,-2.97,19.80
09/05/2023,Stagwell Inc,Media and Entertainment,Advertising & Marketing,United States,Stagwell Inc,Media and Entertainment,Advertising & Marketing,United States,"2,460.85",346.87,"1,761.55",Business Services,Public,2023,0.72,5.08,"2,460.85",346.87,"1,761.55"
05/06/2024,Stakeholder Gold Corp,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.76,-1.17,10.50,Mining,Public,2024,13.78,-8.97,0.76,-1.17,10.50
28/12/2023,Stakeholder Gold Corp,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.68,-0.29,10.00,Mining,Public,2023,14.62,-34.27,0.68,-0.29,10.00
29/11/2023,Stakeholder Gold Corp,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.68,-0.29,8.91,Mining,Public,2023,13.03,-30.53,0.68,-0.29,8.91
31/03/2014,Stalam SpA,High Technology,Electronics,Italy,RF Biocidics Inc,Industrials,Machinery,United States,6.68,0.11,6.04,Electronic and Electrical Equipment,Private,2014,0.90,54.87,6.68,0.11,6.04
21/03/2019,Stallergenes Greer PLC,Healthcare,Biotechnology,United Kingdom,Ares Life Sciences I SARL,Financials,Other Financials,Luxembourg,308.17,46.21,663.29,Drugs,Public,2019,2.15,14.35,308.17,46.21,663.29
30/04/2024,Stalprodukt SA,Materials,Metals & Mining,Poland,Stalprodukt SA,Materials,Metals & Mining,Poland,982.31,24.51,67.61,Metal and Metal Products,Public,2024,0.07,2.76,982.31,24.51,67.61
01/09/2022,Stalprodukt SA,Materials,Metals & Mining,Poland,Stalprodukt SA,Materials,Metals & Mining,Poland,"1,188.73",198.92,203.29,Metal and Metal Products,Public,2022,0.17,1.02,"1,188.73",198.92,203.29
28/05/2024,Stampede Drilling Inc,Energy and Power,Oil & Gas,Canada,Stampede Drilling Inc,Energy and Power,Oil & Gas,Canada,60.07,14.50,48.79,Oil and Gas; Petroleum Refining,Public,2024,0.81,3.36,60.07,14.50,48.79
30/05/2023,Stampede Drilling Inc,Energy and Power,Oil & Gas,Canada,Stampede Drilling Inc,Energy and Power,Oil & Gas,Canada,53.25,11.18,51.51,Oil and Gas; Petroleum Refining,Public,2023,0.97,4.61,53.25,11.18,51.51
09/07/2021,Stamps.com Inc,High Technology,E-commerce / B2B,United States,Thoma Bravo LP,Financials,Alternative Financial Investments,United States,658.01,184.59,"5,174.44",Business Services,Public,2021,7.86,28.03,658.01,184.59,"5,174.44"
23/07/2015,StanCorp Financial Group Inc,Financials,Insurance,United States,Meiji Yasuda Life Insurance Co,Financials,Insurance,Japan,"2,506.96",599.73,"4,721.80",Insurance,Public,2015,1.88,7.87,"2,506.96",599.73,"4,721.80"
12/02/2014,StanCorp Financial Group Inc,Financials,Insurance,United States,StanCorp Financial Group Inc,Financials,Insurance,United States,"2,055.96",464.03,"2,224.84",Insurance,Public,2014,1.08,4.79,"2,055.96",464.03,"2,224.84"
25/09/2020,Standard AVB Financial Corp,Financials,Banks,United States,"Dollar Bank,Pittsburgh,Pennsylvania",Financials,Banks,United States,28.12,9.99,235.37,"Commercial Banks, Bank Holding Companies",Public,2020,8.37,23.56,28.12,9.99,235.37
29/01/2020,Standard AVB Financial Corp,Financials,Banks,United States,Standard AVB Financial Corp,Financials,Banks,United States,28.33,11.47,226.24,"Commercial Banks, Bank Holding Companies",Public,2020,7.99,19.73,28.33,11.47,226.24
18/11/2019,Standard Diversified Inc,Consumer Staples,Tobacco,United States,Turning Point Brands Inc,Consumer Staples,Tobacco,United States,346.84,33.71,418.85,Tobacco Products,Public,2019,1.21,12.42,346.84,33.71,418.85
16/08/2019,Standard Life Aberdeen PLC,Financials,Asset Management,United Kingdom,Standard Life Aberdeen PLC,Financials,Asset Management,United Kingdom,"2,240.91",577.25,"5,634.87",Investment & Commodity Firms/Dealers/Exchanges,Public,2019,2.51,9.76,"2,240.91",577.25,"5,634.87"
20/07/2017,Stanley Black & Decker Inc,Industrials,Machinery,United States,Stanley Black & Decker Inc,Industrials,Machinery,United States,"10,362.90","1,673.56","23,044.26",Machinery,Public,2017,2.22,13.77,"10,362.90","1,673.56","23,044.26"
20/11/2017,Stanley Furniture Co Inc,Consumer Products and Services,Home Furnishings,United States,Churchill Downs LLC,Consumer Products and Services,Home Furnishings,Vietnam,36.43,-1.42,14.46,"Wood Products, Furniture, and Fixtures",Public,2017,0.40,-10.16,36.43,-1.42,14.46
20/10/2015,Stanley House Distribution Ltd,Retail,Computers & Electronics Retailing,United Kingdom,Trillium Pond AG,Financials,Other Financials,Switzerland,31.49,-9.26,5.30,Retail Trade-Home Furnishings,Private,2015,0.17,-0.57,31.49,-9.26,5.30
10/11/2016,Stantec Inc,Industrials,Building/Construction & Engineering,Canada,Stantec Inc,Industrials,Building/Construction & Engineering,Canada,"1,928.92",215.54,884.90,Business Services,Public,2016,0.46,4.11,"1,928.92",215.54,884.90
08/11/2019,Stantec Inc,Industrials,Building/Construction & Engineering,Canada,Stantec Inc,Industrials,Building/Construction & Engineering,Canada,"2,411.52",369.29,"3,555.64",Business Services,Public,2019,1.47,9.63,"2,411.52",369.29,"3,555.64"
14/11/2022,Stantec Inc,Industrials,Building/Construction & Engineering,Canada,Stantec Inc,Industrials,Building/Construction & Engineering,Canada,"3,131.80",451.80,"6,678.47",Business Services,Public,2022,2.13,14.78,"3,131.80",451.80,"6,678.47"
09/11/2021,Stantec Inc,Industrials,Building/Construction & Engineering,Canada,Stantec Inc,Industrials,Building/Construction & Engineering,Canada,"2,439.38",378.21,"6,094.67",Business Services,Public,2021,2.50,16.11,"2,439.38",378.21,"6,094.67"
28/06/2017,Staples Inc,Retail,Other Retailing,United States,Sycamore Partners LLC,Financials,Alternative Financial Investments,United States,"15,874.22","1,188.62","5,674.00",Miscellaneous Retail Trade,Public,2017,0.36,4.77,"15,874.22","1,188.62","5,674.00"
22/09/2023,Star Bulk Carriers Corp,Industrials,Transportation & Infrastructure,Greece,Star Bulk Carriers Corp,Industrials,Transportation & Infrastructure,Greece,"1,223.43",624.94,"2,640.38",Transportation and Shipping (except air),Public,2023,2.16,4.23,"1,223.43",624.94,"2,640.38"
22/11/2021,Star Equity Holdings Inc,Healthcare,Healthcare Equipment & Supplies,United States,Jeffrey Eberwein,Financials,Other Financials,United States,63.58,-9.10,45.04,"Measuring, Medical, Photo Equipment; Clocks",Public,2021,0.71,-4.95,63.58,-9.10,45.04
29/06/2023,Star Shop Distribuzione Srl,Media and Entertainment,Publishing,Italy,Arnoldo Mondadori Editore SpA,Media and Entertainment,Publishing,Italy,34.16,1.96,8.93,"Printing, Publishing, and Allied Services",Private,2023,0.26,4.56,34.16,1.96,8.93
28/04/2023,Starbreeze AB,High Technology,Software,Sweden,Digital Bros SpA,High Technology,Software,Italy,11.62,5.86,42.79,Prepackaged Software,Public,2023,3.68,7.31,11.62,5.86,42.79
15/01/2020,Starbreeze AB,High Technology,Software,Sweden,Digital Bros SpA,High Technology,Software,Italy,26.68,-42.02,41.68,Prepackaged Software,Public,2020,1.56,-0.99,26.68,-42.02,41.68
27/09/2017,Starco Europe A/S,Industrials,Automobiles & Components,Denmark,Kenda Global Investment Corp,Industrials,Automobiles & Components,China (Mainland),13.09,3.74,19.42,Rubber and Miscellaneous Plastic Products,Private,2017,1.48,5.19,13.09,3.74,19.42
13/05/2024,Starcore International Mines Ltd,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,19.28,0.42,4.36,Mining,Public,2024,0.23,10.42,19.28,0.42,4.36
04/07/2022,Starcore International Mines Ltd,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,18.95,3.69,1.13,Mining,Public,2022,0.06,0.31,18.95,3.69,1.13
11/12/2017,StarCounty Textile Services Ltd,Consumer Products and Services,Professional Services,United Kingdom,Johnson Service Group PLC,Consumer Products and Services,Professional Services,United Kingdom,4.88,0.42,6.24,Personal Services,Private,2017,1.28,15.00,4.88,0.42,6.24
14/01/2022,Starschema Kereskedelmi Es Szolgaltato Kft,High Technology,Computers & Peripherals,Hungary,HCL Hungary Ltd,High Technology,IT Consulting & Services,Hungary,11.63,1.25,36.25,Business Services,Private,2022,3.12,29.03,11.63,1.25,36.25
20/12/2021,StarTek Inc,Consumer Products and Services,Employment Services,United States,CSP Management Ltd,Financials,Other Financials,Singapore,155.06,16.03,191.94,Business Services,Public,2021,1.24,11.98,155.06,16.03,191.94
14/03/2016,Starwood Hotels & Resorts Worldwide Inc,Media and Entertainment,Hotels and Lodging,United States,Investor Group,Financials,Other Financials,China (Mainland),"5,306.63","1,031.31","13,763.98",Hotels and Casinos,Public,2016,2.59,13.35,"5,306.63","1,031.31","13,763.98"
16/11/2015,Starwood Hotels & Resorts Worldwide Inc,Media and Entertainment,Hotels and Lodging,United States,Marriott International Inc,Media and Entertainment,Hotels and Lodging,United States,"5,306.63","1,031.31","13,926.89",Hotels and Casinos,Public,2015,2.62,13.50,"5,306.63","1,031.31","13,926.89"
10/08/2017,Starwood Waypoint Homes,Real Estate,REITs,United States,Invitation Homes Inc,Real Estate,REITs,United States,533.25,152.26,"6,808.46",Investment & Commodity Firms/Dealers/Exchanges,Public,2017,12.77,44.72,533.25,152.26,"6,808.46"
30/06/2016,Starz,Media and Entertainment,Cable,United States,Lions Gate Entertainment Corp,Media and Entertainment,Motion Pictures / Audio Visual,United States,379.59,267.45,"4,394.55",Radio and Television Broadcasting Stations,Public,2016,11.58,16.43,379.59,267.45,"4,394.55"
11/02/2015,Starz,Media and Entertainment,Cable,United States,LG Leopard Canada LP,Media and Entertainment,Motion Pictures / Audio Visual,United States,"1,375.46",958.00,"3,914.52",Radio and Television Broadcasting Stations,Public,2015,2.85,4.09,"1,375.46",958.00,"3,914.52"
12/07/2021,State Auto Financial Corp,Financials,Insurance,United States,Liberty Mutual Holding Co Inc,Financials,Insurance,United States,"1,400.01",117.84,"1,960.36",Insurance,Public,2021,1.40,16.64,"1,400.01",117.84,"1,960.36"
13/05/2018,State Bank Financial Corp,Financials,Banks,United States,Cadence Bancorp,Financials,Banks,United States,207.32,102.95,744.18,"Commercial Banks, Bank Holding Companies",Public,2018,3.59,7.23,207.32,102.95,744.18
11/02/2016,State Bank Financial Corp,Financials,Banks,United States,State Bank Financial Corp,Financials,Banks,United States,150.26,51.01,606.70,"Commercial Banks, Bank Holding Companies",Public,2016,4.04,11.89,150.26,51.01,606.70
30/12/2014,State Investors Bancorp Inc,Financials,Banks,United States,First NBC Bank Holding Co,Financials,Banks,United States,4.57,1.28,95.51,"Commercial Banks, Bank Holding Companies",Public,2014,20.91,74.52,4.57,1.28,95.51
26/07/2017,State National Cos Inc,Financials,Insurance,United States,Markel Corp,Financials,Insurance,United States,202.87,79.81,782.86,Insurance,Public,2017,3.86,9.81,202.87,79.81,782.86
20/09/2019,Statpro Group PLC,High Technology,Software,United Kingdom,Ceres Bidco Ltd,Financials,Other Financials,Ireland,62.37,19.90,207.78,Prepackaged Software,Public,2019,3.33,10.44,62.37,19.90,207.78
16/08/2023,Statt Torsk AS,Consumer Staples,Agriculture & Livestock,Norway,Vesteralen Havbruk Statt AS,Financials,Other Financials,Norway,8.88,-5.75,6.73,"Agriculture, Forestry, and Fishing",Public,2023,0.76,-1.17,8.88,-5.75,6.73
08/04/2019,Stavdal AB,Consumer Products and Services,Professional Services,Sweden,Ramirent Oyj,Industrials,Machinery,Finland,67.57,19.74,188.93,Business Services,Private,2019,2.80,9.57,67.57,19.74,188.93
29/03/2015,Staycity Ltd,Real Estate,Residential,Ireland,Investor Group,Financials,Other Financials,Ireland,31.01,3.91,32.66,Real Estate; Mortgage Bankers and Brokers,Private,2015,1.05,8.35,31.01,3.91,32.66
26/07/2021,Steadfast Apartment REIT Inc,Real Estate,REITs,United States,Independence Realty Trust Inc,Real Estate,REITs,United States,282.48,28.64,"3,364.05",Investment & Commodity Firms/Dealers/Exchanges,Public,2021,11.91,117.44,282.48,28.64,"3,364.05"
06/08/2019,Steadfast Income REIT Inc,Real Estate,REITs,United States,Steadfast Apartment REIT Inc,Real Estate,REITs,United States,116.84,49.30,947.97,Investment & Commodity Firms/Dealers/Exchanges,Private,2019,8.11,19.23,116.84,49.30,947.97
31/03/2020,StealthGas Inc,Industrials,Transportation & Infrastructure,Greece,StealthGas Inc,Industrials,Transportation & Infrastructure,Greece,125.59,53.78,373.08,Transportation and Shipping (except air),Public,2020,2.97,6.94,125.59,53.78,373.08
08/09/2023,Stedin Holding NV,Energy and Power,Power,Netherlands,Dutch Government,Government and Agencies,National Government,Netherlands,"1,534.00",501.00,"4,201.68","Electric, Gas, and Water Distribution",Private,2023,2.74,8.39,"1,534.00",501.00,"4,201.68"
13/06/2022,Steel Connect Inc,High Technology,IT Consulting & Services,United States,Steel Partners Holdings LP,Materials,Metals & Mining,United States,271.53,10.50,74.34,Business Services,Public,2022,0.27,7.08,271.53,10.50,74.34
30/04/2023,Steel Connect Inc,High Technology,IT Consulting & Services,United States,Steel Partners Holdings LP,Materials,Metals & Mining,United States,182.70,8.97,230.73,Business Services,Public,2023,1.26,25.72,182.70,8.97,230.73
07/12/2016,Steel Excel Inc,Energy and Power,Oil & Gas,United States,Steel Partners Holdings LP,Materials,Metals & Mining,United States,83.21,0.02,4.65,Oil and Gas; Petroleum Refining,Public,2016,0.06,208.83,83.21,0.02,4.65
24/06/2015,Steel Excel Inc,Energy and Power,Oil & Gas,United States,Steel Excel Inc,Energy and Power,Oil & Gas,United States,190.00,31.53,116.80,Oil and Gas; Petroleum Refining,Public,2015,0.61,3.70,190.00,31.53,116.80
24/06/2014,Steel Excel Inc,Energy and Power,Oil & Gas,United States,Steel Excel Inc,Energy and Power,Oil & Gas,United States,100.83,16.82,192.31,Oil and Gas; Petroleum Refining,Public,2014,1.91,11.43,100.83,16.82,192.31
17/05/2016,Steel Partners Holdings LP,Materials,Metals & Mining,United States,Steel Partners Holdings LP,Materials,Metals & Mining,United States,905.88,145.33,245.87,Metal and Metal Products,Public,2016,0.27,1.69,905.88,145.33,245.87
07/12/2016,Steel Partners Holdings LP,Materials,Metals & Mining,United States,Steel Partners Holdings LP,Materials,Metals & Mining,United States,"1,341.39",270.30,755.90,Metal and Metal Products,Public,2016,0.56,2.80,"1,341.39",270.30,755.90
03/05/2022,Steel Partners Holdings LP,Materials,Metals & Mining,United States,Steel Partners Holdings LP,Materials,Metals & Mining,United States,"1,460.59",264.13,"1,237.86",Metal and Metal Products,Public,2022,0.85,4.69,"1,460.59",264.13,"1,237.86"
05/02/2015,Steelcase Inc,Consumer Products and Services,Home Furnishings,United States,Steelcase Inc,Consumer Products and Services,Home Furnishings,United States,"2,481.28",206.75,173.43,"Wood Products, Furniture, and Fixtures",Public,2015,0.07,0.84,"2,481.28",206.75,173.43
20/12/2019,Steelcase Inc,Consumer Products and Services,Home Furnishings,United States,Steelcase Inc,Consumer Products and Services,Home Furnishings,United States,"3,377.51",312.83,987.60,"Wood Products, Furniture, and Fixtures",Public,2019,0.29,3.16,"3,377.51",312.83,987.60
18/12/2020,Stefanel SpA,Consumer Staples,Textiles & Apparel,Italy,OVS SpA,Retail,Apparel Retailing,Italy,125.33,-8.93,43.57,Wholesale Trade-Nondurable Goods,Private,2020,0.35,-4.88,125.33,-8.93,43.57
17/07/2023,STEICO SE,Industrials,Other Industrials,Germany,Kingspan Holding GmbH,Industrials,Building/Construction & Engineering,Germany,397.71,71.35,"1,162.79",Miscellaneous Manufacturing,Public,2023,2.92,16.30,397.71,71.35,"1,162.79"
30/01/2020,Stein Mart Inc,Retail,Apparel Retailing,United States,Stratosphere Holdco LLC,Financials,Other Financials,United States,802.63,16.43,182.10,Retail Trade-General Merchandise and Apparel,Public,2020,0.23,11.08,802.63,16.43,182.10
15/07/2024,Stelco Holdings Inc,Materials,Metals & Mining,Canada,Cleveland-Cliffs Inc,Materials,Metals & Mining,United States,"1,945.80",326.92,"2,240.87",Metal and Metal Products,Public,2024,1.15,6.85,"1,945.80",326.92,"2,240.87"
13/08/2021,Stelco Holdings Inc,Materials,Metals & Mining,Canada,Stelco Holdings Inc,Materials,Metals & Mining,Canada,"1,527.26",420.61,"2,092.80",Metal and Metal Products,Public,2021,1.37,4.98,"1,527.26",420.61,"2,092.80"
